  PID  PPID  %CPU COMM
57049     1   0.4 /System/Library/PrivateFrameworks/SkyLight.framework/Resources/WindowServer
57318     1   0.0 /usr/libexec/hidd
57320     1   0.0 /usr/libexec/secinitd
57322     1   0.0 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
57338     1   0.0 /usr/libexec/colorsync.displayservices
57339     1   0.0 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
57341     1   0.0 /usr/libexec/colorsyncd
57350     1   0.0 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
57355     1   0.0 /usr/libexec/applekeystored
57356     1   0.0 /usr/libexec/UserEventAgent
57358     1   0.0 /System/Library/CoreServices/audioaccessoryd
57359     1   0.0 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
57360     1   0.0 /System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
57361     1   0.0 /usr/libexec/ContinuityCaptureAgent
57362     1   0.0 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
57363     1   0.0 /usr/sbin/universalaccessd
57364     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
57365     1   0.0 /System/Library/PrivateFrameworks/CloudServices.framework/Helpers/com.apple.sbd
57366     1   0.0 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
57367     1   0.0 /usr/libexec/pboard
57368     1   0.0 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd
57369     1   0.0 /usr/libexec/linkd
57370     1   0.0 /System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
57371     1   0.0 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
57372     1   0.0 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
57373     1   0.0 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
57374     1   0.0 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
57375     1   0.0 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
57376     1   0.0 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
57377     1   0.0 /System/Library/CoreServices/iconservicesagent
57378     1   0.0 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter
57379     1   0.0 /System/Library/CoreServices/APFSUserAgent
57380     1   0.0 /usr/libexec/mobilerepaird
57381     1   0.0 /System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
57382     1   0.0 /usr/libexec/nsurlsessiond
57383     1   0.0 /usr/libexec/rapportd
57385     1   0.0 /usr/libexec/intelligentroutingd
57386     1   0.0 /System/Library/CoreServices/talagentd
57387     1   0.0 /System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
57388     1   0.0 /usr/sbin/usernoted
57389     1   0.0 /usr/libexec/routined
57390     1   0.0 /System/Library/PrivateFrameworks/MobileTimer.framework/Executables/mobiletimerd
57391     1   0.0 /usr/libexec/replayd
57392     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
57393     1   0.0 /System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
57394     1   0.0 /System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
57395     1   0.0 /System/Library/CoreServices/lockoutagent
57396     1   0.0 /System/Library/PrivateFrameworks/login.framework/Versions/A/XPCServices/LoginUserService.xpc/Contents/MacOS/LoginUserService
57397     1   0.0 /usr/libexec/gamecontrolleragentd
57398     1   0.0 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
57399     1   0.1 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
57402     1   0.0 /System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
57403     1   0.0 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
57404     1   0.0 /usr/libexec/dmd
57405     1   1.9 /Applications/Battle.net.app/Contents/MacOS/Battle.net
57406     1   0.0 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
57407     1   0.0 /usr/libexec/MTLAssetUpgraderD
57408     1   0.0 /usr/libexec/networkserviceproxy
57409     1   0.0 /usr/libexec/swcd
57410     1   0.0 /usr/libexec/findmylocateagent
57411     1   0.0 /usr/libexec/duetexpertd
57412     1   0.0 /System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
57413     1   0.0 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
57414     1   0.0 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
57415     1   0.0 /usr/libexec/siriknowledged
57417     1   0.0 /System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
57418     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
57419     1   0.0 /System/Library/PrivateFrameworks/FileProvider.framework/Support/fileproviderd
57420     1   0.0 /Applications/Ghostty.app/Contents/MacOS/ghostty
57421     1   0.0 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
57422     1   0.0 /System/Library/CoreServices/sharedfilelistd
57423     1   0.0 /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
57424     1   0.1 /Applications/ChatGPT.app/Contents/MacOS/ChatGPT
57425     1   0.0 /Applications/Zed.app/Contents/MacOS/zed
57426     1   0.0 /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
57427     1   0.0 /usr/libexec/transparencyd
57428     1   0.0 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
57429     1   0.0 /Applications/Obsidian.app/Contents/MacOS/Obsidian
57430     1   0.0 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
57431     1   0.0 /System/Applications/Messages.app/Contents/MacOS/Messages
57432     1   0.0 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/MacOS/Safari
57433     1   0.0 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
57434     1   0.0 /System/Applications/Preview.app/Contents/MacOS/Preview
57435     1   0.0 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
57436     1   0.0 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
57437     1   0.0 /System/Applications/QuickTime Player.app/Contents/MacOS/QuickTime Player
57439     1   0.0 /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
57440     1   0.0 /System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
57441     1   0.0 /System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
57442     1   0.8 /System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
57445     1   0.0 /System/Library/Frameworks/QuickLookThumbnailing.framework/Support/com.apple.quicklook.ThumbnailsAgent
57446     1   0.0 /System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
57447     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
57448     1   0.0 /usr/libexec/sharingd
57450     1   0.0 /System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
57452     1   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/chrome_crashpad_handler
57453     1   0.0 /System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
57454     1   0.0 /System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
57456     1   0.0 /usr/libexec/inputanalyticsd
57457     1   0.0 /System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension
57458     1   0.0 /usr/libexec/spotlightknowledged.updater
57459     1   0.0 /System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent
57461     1   0.0 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
57462     1   0.0 /Applications/CleanMyMac_5.app/Contents/PlugIns/CleanMyMac_5_FinderSyncExtension.appex/Contents/MacOS/CleanMyMac_5_FinderSyncExtension
57463     1   0.0 /usr/libexec/wallpaperexportd
57464     1   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
57466     1   0.0 /usr/libexec/neagent
57467     1   0.0 /System/Library/ExtensionKit/Extensions/WallpaperGradientExtension.appex/Contents/MacOS/WallpaperGradientExtension
57468     1   0.0 /System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem
57471     1   0.0 /Library/Apple/System/Library/PrivateFrameworks/DeviceInterface.framework/Support/deviceinterfaced
57472     1   0.0 /System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
57474     1   0.0 /usr/libexec/kernelmanager_helper
57475     1   0.0 /System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
57476     1   0.0 /usr/libexec/knowledge-agent
57478     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
57479     1   0.0 /System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
57480     1   0.0 /usr/libexec/milod
57481     1   0.0 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
57482     1   0.0 /usr/libexec/swtransparencyd
57483     1   0.0 /System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
57484 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
57485     1   0.0 /System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
57486     1   0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
57487     1   0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
57488     1   0.0 /System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
57489     1   0.0 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
57490 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
57491     1   0.0 /System/Library/Frameworks/FamilyControls.framework/Versions/A/FamilyControlsAgent
57492     1   0.0 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
57493     1   0.0 /System/Library/CoreServices/pbs
57494     1   0.0 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
57495     1   0.0 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/XPCServices/com.apple.FaceTime.FTConversationService.xpc/Contents/MacOS/com.apple.FaceTime.FTConversationService
57496     1   0.0 /System/Library/PrivateFrameworks/SiriTTSService.framework/sirittsd
57497     1   0.0 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
57498     1   0.0 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
57499     1   0.0 /System/Library/Frameworks/Translation.framework/translationd
57501     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
57502     1   0.0 /System/Library/PrivateFrameworks/ContinuousDialogManagerService.framework/assistant_cdmd
57503     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
57504     1   0.0 /System/Library/PrivateFrameworks/CoreParsec.framework/parsecd
57505     1   0.0 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
57506     1   0.0 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
57507     1   0.0 /usr/libexec/avconferenced
57508     1   0.0 /usr/libexec/appleaccountd
57509     1   0.0 /usr/libexec/triald
57510     1   0.0 /System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
57511     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AudioConverterService.xpc/Contents/MacOS/AudioConverterService
57512     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
57514     1   0.0 /System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
57515     1   0.0 /System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
57516     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
57517     1   0.0 /System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
57518     1   0.0 /usr/libexec/bluetoothuserd
57519     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
57520     1   0.0 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
57521     1   0.0 /System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
57522     1   0.0 /System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
57523     1   0.0 /usr/libexec/frauddefensed
57524     1   0.0 /usr/libexec/searchpartyuseragent
57525     1   0.0 /System/Library/PrivateFrameworks/WiFiPolicy.framework/XPCServices/WiFiCloudAssetsXPCService.xpc/Contents/MacOS/WiFiCloudAssetsXPCService
57527     1   0.0 /System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
57528     1   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
57529     1   0.0 /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.iCloudDriveFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.iCloudDriveFileProvider
57530     1   0.0 /System/Cryptexes/App/usr/libexec/SafariBookmarksSyncAgent
57531     1   0.0 /System/Library/PrivateFrameworks/EmailDaemon.framework/Versions/A/maild
57532     1   0.0 /System/Library/CoreServices/diagnostics_agent
57533     1   0.0 /System/Library/PrivateFrameworks/LockdownMode.framework/Versions/A/XPCServices/lockdownmoded
57534     1   0.0 /System/Library/PrivateFrameworks/OnDeviceStorage.framework/Support/amsondevicestoraged
57535     1   0.0 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
57536     1   0.0 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
57537     1   0.0 /System/iOSSupport/System/Library/ExtensionKit/Extensions/MauiAUSP.appex/Contents/MacOS/MauiAUSP
57538     1   0.0 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
57539     1   0.0 /System/Library/PrivateFrameworks/MacinTalk.framework/PlugIns/WardaSynthesizer.appex/Contents/MacOS/WardaSynthesizer
57540     1   0.0 /System/Library/CoreServices/appplaceholdersyncd
57541     1   0.0 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
57542     1   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
57543     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
57544 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
57545     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
57546     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/AUCrashHandlerService.xpc/Contents/MacOS/AUCrashHandlerService
57548     1   0.0 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
57549     1   0.0 /System/Applications/News.app/Contents/PlugIns/NewsTag.appex/Contents/MacOS/NewsTag
57550     1   0.0 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
57551     1   0.0 /usr/libexec/SidecarRelay
57552     1   0.0 /System/Library/CoreServices/ScopedBookmarkAgent
57553     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
57563     1   0.0 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople
57569     1   0.0 /System/Applications/Home.app/Contents/PlugIns/HomeWidget.appex/Contents/MacOS/HomeWidget
57571     1   0.0 /System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
57576     1   0.0 /System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension
57577     1   0.0 cloudphotod
57578 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Alerts).app/Contents/MacOS/Google Chrome Helper (Alerts)
57581     1   0.0 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
57584     1   0.0 /System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
57587     1   0.0 /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService
57589     1   0.0 /System/Cryptexes/App/usr/libexec/com.apple.Safari.History
57598     1   0.0 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
57601     1   0.0 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
57602     1   0.0 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets
57603     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
57604 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
57606     1   0.0 /usr/libexec/feedbackd
57612     1   0.0 /System/Cryptexes/App/usr/libexec/SafariLaunchAgent
57613     1   0.0 /System/Library/PrivateFrameworks/WeatherDaemon.framework/weatherd
57614     1   0.0 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
57619     1   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/browser_crashpad_handler
57621     1   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/browser_crashpad_handler
57622 57399   0.0 /Users/christopherdavid/.codex/plugins/cache/openai-bundled/chrome/latest/extension-host/macos/arm64/ChatGPT for Chrome
57629     1   0.0 /usr/libexec/assessmentagent
57630     1   0.0 /usr/libexec/adprivacyd
57634     1   0.0 /System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
57638     1   0.0 /usr/libexec/diagnosticextensionsd
57639     1   0.0 /System/Library/CoreServices/ReportCrash
57641     1   0.0 /System/Library/PrivateFrameworks/CoreThreadCommissionerService.framework/CoreThreadCommissionerServiced
57667     1   0.0 /System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
57700     1   0.0 /System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems
57720     1   0.0 /System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget
57726     1   0.0 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
57744     1   0.0 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
57758 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
57760 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
57771 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service)
57795     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
57796     1   0.0 /System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure
57822     1   0.0 /System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension
57863     1   0.0 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
57876     1   0.0 /System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget
57900     1   0.0 /System/Applications/News.app/Contents/PlugIns/NewsTodayIntents.appex/Contents/MacOS/NewsTodayIntents
57923     1   0.0 /System/Applications/News.app/Contents/PlugIns/NewsToday2.appex/Contents/MacOS/NewsToday2
57935     1   0.0 /usr/libexec/textunderstandingd
57944     1   0.0 /System/Applications/VoiceMemos.app/Contents/PlugIns/RecordWidgetExtension.appex/Contents/MacOS/RecordWidgetExtension
57980     1   0.0 /System/Applications/Home.app/Contents/PlugIns/HomeEnergyWidgetsExtension.appex/Contents/MacOS/HomeEnergyWidgetsExtension
58014     1   0.0 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
58015 57425   0.0 /Applications/Zed.app/Contents/MacOS/zed
58023     1   0.0 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
58035     1   0.0 /System/Library/PrivateFrameworks/Synapse.framework/Support/contentlinkingd
58059     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
58075     1   0.0 /System/Library/PrivateFrameworks/MobileTimer.framework/PlugIns/MobileTimerIntents.appex/Contents/MacOS/MobileTimerIntents
58085     1   0.0 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension
58096     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
58105     1   0.0 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
58133     1   0.0 /System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget
58200     1   0.0 /System/Library/PrivateFrameworks/PassKitCore.framework/passd
58227     1   0.0 /System/Applications/Weather.app/Contents/PlugIns/WeatherIntents.appex/Contents/MacOS/WeatherIntents
58313     1   0.0 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension
58371     1   0.0 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
58375     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
58420     1   0.0 /usr/libexec/remindd
58443     1   0.0 /System/Library/PrivateFrameworks/IntelligenceFlowContextRuntime.framework/Versions/A/intelligencecontextd
58549     1   0.0 /usr/sbin/BTLEServerAgent
58625     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
58670     1   0.0 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
58679     1   0.0 /System/Library/Frameworks/FinanceKit.framework/financed
58785 57429   0.0 /Applications/Obsidian.app/Contents/Frameworks/Obsidian Helper (GPU).app/Contents/MacOS/Obsidian Helper (GPU)
58787 57429   0.0 /Applications/Obsidian.app/Contents/Frameworks/Obsidian Helper.app/Contents/MacOS/Obsidian Helper
58835     1   0.0 /usr/libexec/taskgated
59115 57429   0.0 /Applications/Obsidian.app/Contents/Frameworks/Obsidian Helper (Renderer).app/Contents/MacOS/Obsidian Helper (Renderer)
59281     1   0.0 /System/Cryptexes/App/usr/libexec/SafariNotificationAgent
59291     1   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
59301     1   0.0 /usr/libexec/dprivacyd
59312     1   0.0 /System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf
59400     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
59683     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
59693     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
59877     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
60254     1   0.0 /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
60605     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
