  PID  PPID  %CPU COMM
60614     1   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
60625     1   0.0 /System/Library/Image Capture/Support/icdd
60635     1   0.0 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
60636     1   0.0 /usr/libexec/ptpcamerad
60648     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
60650     1   0.0 /System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
60652     1   0.0 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
60658     1   0.0 /usr/libexec/gamepolicyd
60659     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
60660     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
60662     1   0.0 /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
60663 57424   0.0 /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor
60665     1   0.0 /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
60666     1   0.0 /usr/libexec/keyboardservicesd
60667     1   0.0 /System/Library/PrivateFrameworks/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper
60668     1   0.0 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
60669     1   0.0 /usr/libexec/textcomposerd
60670     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
60671     1   0.0 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.SandboxBroker.xpc/Contents/MacOS/com.apple.Safari.SandboxBroker
60672     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
60676     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
60677     1   0.0 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
60681     1   0.0 /usr/libexec/GamePolicyAgent
60682     1   0.0 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
60683     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
60685     1   0.0 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
60693 57424   1.5 /Applications/ChatGPT.app/Contents/Resources/codex
60722     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
60723     1   0.0 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
60724     1   0.0 /System/Library/Frameworks/ImageIO.framework/Versions/A/XPCServices/ImageIOXPCService.xpc/Contents/MacOS/ImageIOXPCService
60725 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
60726 57424   1.3 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
60729     1   0.0 /System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app/Contents/XPCServices/com.apple.Safari.BrowserDataImportingService.xpc/Contents/MacOS/com.apple.Safari.BrowserDataImportingService
60732     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
60740     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
60741     1   0.0 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
60742     1   0.0 /usr/libexec/findmydevice-user-agent
60744     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
60746     1   0.0 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
60747     1   0.0 /System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.xpc/Contents/MacOS/com.apple.StreamingUnzipService
60750     1   0.0 /System/Library/PrivateFrameworks/TextToSpeechVoiceBankingSupport.framework/Support/voicebankingd
60751     1   0.0 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
60753     1   0.0 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
60754     1   0.0 /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
60756     1   0.0 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
60757     1   0.0 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
60765     1   0.0 /System/Library/PrivateFrameworks/IMTransferServices.framework/IMTransferAgent.app/Contents/MacOS/IMTransferAgent
60796     1   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
60846 57424   0.0 /Users/christopherdavid/.codex/computer-use/Codex Computer Use.app/Contents/MacOS/SkyComputerUseService
60851     1   0.0 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
60859     1   0.0 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
60938     1   0.0 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn
60984     1   0.0 /System/Library/PrivateFrameworks/StocksKit.framework/XPCServices/StocksKitService.xpc/Contents/MacOS/StocksKitService
61042 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
61142     1   0.0 /System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
61152     1   0.0 /System/Library/PrivateFrameworks/HearingCore.framework/heard
61182 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
61184     1   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
61185 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
61190     1   0.0 /System/Applications/Calendar.app/Contents/Extensions/CalendarIntentsExtension.appex/Contents/MacOS/CalendarIntentsExtension
61191 57424   0.0 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/153.0.8010.48/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer)
61193     1   0.0 /usr/libexec/promotedcontentd
61208     1   0.0 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged
61209     1   0.0 /System/iOSSupport/System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd
61222     1   0.0 /usr/libexec/fairplaydeviceidentityd
61223     1   0.0 /System/Library/CoreServices/diagnosticservicesd
61254     1   0.0 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
61257     1   0.1 /Users/Shared/Battle.net/Agent/Agent.9775/Agent.app/Contents/MacOS/Agent
61263 57405   0.0 /Users/christopherdavid/Library/Application Support/Battle.net/Versions/Battle.net.17821/battle.net-core.framework/Frameworks/Battle.net Helper.app/Contents/MacOS/Battle.net Helper
61264 57405   0.0 /Users/christopherdavid/Library/Application Support/Battle.net/Versions/Battle.net.17821/battle.net-core.framework/Frameworks/Battle.net Helper.app/Contents/MacOS/Battle.net Helper
61265 57405   0.0 /Users/christopherdavid/Library/Application Support/Battle.net/Versions/Battle.net.17821/battle.net-core.framework/Frameworks/Battle.net Helper.app/Contents/MacOS/Battle.net Helper
61272     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
61279     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
61294     1   0.0 com.macpaw.CleanMyMac5.Menu
61300     1   0.0 Contents/Frameworks/Squirrel.framework/Versions/A/Squirrel
61301     1   0.0 /System/Library/PrivateFrameworks/AskPermission.framework/Versions/A/Resources/askpermissiond
61303     1   0.0 /Users/christopherdavid/work/api/target/debug/openagents-api
61305     1   0.0 /System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent
61306     1   0.0 /opt/homebrew/opt/postgresql@17/bin/postgres
61308     1   0.0 com.macpaw.CleanMyMac5.HealthMonitor
61309     1   0.3 /Users/christopherdavid/.bun/bin/bun
61312     1   0.0 /System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
61314     1   0.0 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
61316     1   0.0 /Applications/Aqua Voice.app/Contents/MacOS/Aqua Voice
61318 61300   0.0 /Applications/Ollama.app/Contents/MacOS/Ollama
61319     1   0.0 /Applications/Tailscale.app/Contents/MacOS/Tailscale
61321     1   0.0 /System/Library/CoreServices/TextInputSwitcher.app/Contents/MacOS/TextInputSwitcher
61327     1   0.0 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
61332     1   0.0 /usr/libexec/metrickitd
61333     1   0.0 /usr/libexec/loginitemregisterd
61335     1   0.0 /Applications/Aqua Voice.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
61338     1   0.0 /opt/homebrew/Cellar/container/1.1.0/libexec/container-apiserver
61339 61316   0.0 /Applications/Aqua Voice.app/Contents/Frameworks/Aqua Voice Helper.app/Contents/MacOS/Aqua Voice Helper
61341 61316   0.0 /Applications/Aqua Voice.app/Contents/Frameworks/Aqua Voice Helper.app/Contents/MacOS/Aqua Voice Helper
61343     1   0.0 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
61345     1   0.0 /Users/christopherdavid/Library/Application Support/Figma/FigmaAgent.app/Contents/MacOS/figma_agent
61347     1   0.0 /System/Library/PrivateFrameworks/FindMyMac.framework/Resources/FindMyMacd
61377 61316   0.0 /Applications/Aqua Voice.app/Contents/Resources/resources/AquaMacOSBridge.app/Contents/MacOS/AquaMacOSBridge
61386 61318   0.0 /Applications/Ollama.app/Contents/Resources/ollama
61387     1   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
61401     1   0.0 /opt/homebrew/Cellar/container/1.1.0/libexec/container-plugins/container-network-vmnet/bin/container-network-vmnet
61402     1   0.0 /System/Library/Frameworks/StoreKit.framework/Support/storekitagent
61422 61316   0.0 /Applications/Aqua Voice.app/Contents/Frameworks/Aqua Voice Helper (Renderer).app/Contents/MacOS/Aqua Voice Helper (Renderer)
61462     1   0.0 /opt/homebrew/Cellar/container/1.1.0/libexec/container-plugins/machine-apiserver/bin/machine-apiserver
61463 61316   0.0 /Applications/Aqua Voice.app/Contents/Frameworks/Aqua Voice Helper.app/Contents/MacOS/Aqua Voice Helper
61464 61316   0.0 /Applications/Aqua Voice.app/Contents/Frameworks/Aqua Voice Helper.app/Contents/MacOS/Aqua Voice Helper
61489     1   0.0 /System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
61492     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
61494     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
61531     1   0.0 /opt/homebrew/Cellar/container/1.1.0/libexec/container-plugins/container-core-images/bin/container-core-images
61536 57405   0.0 /Users/christopherdavid/Library/Application Support/Battle.net/Versions/Battle.net.17821/battle.net-core.framework/Frameworks/Battle.net Helper.app/Contents/MacOS/Battle.net Helper
61560 61306   0.0 postgres: checkpointer 
61561 61306   0.0 postgres: background writer 
61563 61306   0.0 postgres: walwriter 
61564 61306   0.0 postgres: autovacuum launcher 
61565 61306   0.0 postgres: logical replication launcher 
61573 57405   0.1 /Users/christopherdavid/Library/Application Support/Battle.net/Versions/Battle.net.17821/battle.net-core.framework/Frameworks/Battle.net Helper.app/Contents/MacOS/Battle.net Helper
61575     1   0.0 /System/Library/PrivateFrameworks/HomeKitEvents.framework/Support/homeeventsd
61576     1   0.0 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
61782     1   0.0 /System/Library/PrivateFrameworks/IASUtilities.framework/Versions/A/Resources/installerauthagent
62202     1   0.0 /usr/libexec/mlruntimed
62272     1   0.0 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreautha.bundle/Contents/MacOS/coreautha
62594     1   0.0 /System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged
62763     1   0.0 /System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/XPCServices/package_script_service.xpc/Contents/MacOS/package_script_service
62881     1   0.0 /Library/PrivilegedHelperTools/com.nordvpn.macos.helper
62889     1   0.0 /usr/libexec/trustd
63053     1   0.0 /System/Library/CoreServices/sharedfilelistd
63243     1   0.0 /Applications/NordVPN.app/Contents/MacOS/NordVPN
63248     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
63249     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
63250     1   0.0 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
63258     1   0.0 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/fudHelperAgent
63261     1   0.0 /usr/libexec/tipsd
63720     1   0.0 /usr/libexec/wifivelocityd
64041     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
64343     1   0.0 /usr/libexec/PerfPowerServices
64597     1   0.0 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
64598     1   0.0 /System/Library/PrivateFrameworks/People.framework/peopled
64675     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
64957     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
64959     1   0.0 /System/Library/PrivateFrameworks/MediaAnalysisAccess.framework/Versions/A/XPCServices/mediaanalysisd-access.xpc/Contents/MacOS/mediaanalysisd-access
65893     1   0.0 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/FPCKService.xpc/Contents/MacOS/FPCKService
65954     1   0.0 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
65955     1   0.0 /System/Library/PrivateFrameworks/InstallCoordination.framework/Support/installcoordinationd
65956     1   0.0 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedODRService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedODRService
66775     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
69796     1   0.0 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
71104     1   0.0 /System/Library/PrivateFrameworks/IDSBlastDoorSupport.framework/Versions/A/XPCServices/IDSBlastDoorService.xpc/Contents/MacOS/IDSBlastDoorService
71380     1   0.0 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistorySyncHelper
71381     1   0.0 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
71995     1   0.0 /usr/libexec/gamecontrollerd
73382     1   0.0 /usr/sbin/spindump
73596 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
73601     1   0.0 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
73610 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
73658     1   0.0 /System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/intelligenceplatformd
73812     1   0.0 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
74063     1   0.0 /System/Cryptexes/App/usr/libexec/PasswordBreachAgent
74273     1   0.0 /usr/sbin/cfprefsd
75092 57399   0.8 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
75095 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
75096     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
75097 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
75098 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
75115     1   0.0 /usr/libexec/betaenrollmentd
75118     1   0.0 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
75119     1   0.0 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
75322     1   0.0 /System/Library/CoreServices/ReportCrash
76077     1   0.0 /System/Library/PrivateFrameworks/SiriAnalytics.framework/Versions/A/XPCServices/SAExtensionOrchestrator.xpc/Contents/MacOS/SAExtensionOrchestrator
76078     1   0.0 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
76079     1   0.0 /System/Library/ExtensionKit/Extensions/IFTelemetrySELFIngestor.appex/Contents/MacOS/IFTelemetrySELFIngestor
76080     1   0.0 /System/Library/ExtensionKit/Extensions/IFTranscriptSELFIngestor.appex/Contents/MacOS/IFTranscriptSELFIngestor
76081     1   0.0 /System/Library/ExtensionKit/Extensions/BiomeSELFIngestor.appex/Contents/MacOS/BiomeSELFIngestor
76082     1   0.0 /System/Library/ExtensionKit/Extensions/GMSSELFIngestor.appex/Contents/MacOS/GMSSELFIngestor
77985     1   0.1 /Applications/Loom.app/Contents/MacOS/Loom
78001     1   0.0 /Applications/Loom.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler
78002 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (GPU).app/Contents/MacOS/Loom Helper (GPU)
78004 77985   0.1 /Applications/Loom.app/Contents/Frameworks/Loom Helper.app/Contents/MacOS/Loom Helper
78034 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Renderer).app/Contents/MacOS/Loom Helper (Renderer)
78073 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Renderer).app/Contents/MacOS/Loom Helper (Renderer)
78087 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Renderer).app/Contents/MacOS/Loom Helper (Renderer)
78160 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Renderer).app/Contents/MacOS/Loom Helper (Renderer)
78256 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Renderer).app/Contents/MacOS/Loom Helper (Renderer)
78352 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
78353 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
78354 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
78375 60693   0.0 node
78376 60693   0.0 npm exec shadcn@latest mcp
78420 77985   0.0 /Applications/Loom.app/Contents/Resources/binaries/loom-recorder-production
78430     1   0.0 /Applications/Loom.app/Contents/Resources/binaries/loom_crashpad_handler
78432 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Renderer).app/Contents/MacOS/Loom Helper (Renderer)
78453 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper.app/Contents/MacOS/Loom Helper
78454 77985   0.0 /Applications/Loom.app/Contents/Frameworks/Loom Helper (Plugin).app/Contents/MacOS/Loom Helper (Plugin)
78467 78352   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
78861 78376   0.0 node
78917 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
78919 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
78920 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
78940 60693   0.0 node
78943 60693   0.0 npm exec shadcn@latest mcp
79007 78919   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
79147     1   0.0 /usr/libexec/tzd
79361 78943   0.0 node
79477     1   0.0 cloud-sql-proxy
79544     1   0.0 /usr/libexec/naturallanguaged
79909 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/codex-code-mode-host
83020     1   0.0 /usr/sbin/cfprefsd
89150     1   0.0 /usr/libexec/trustd
89152     1   0.0 /usr/libexec/trustd
89623     1   0.0 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService
89624     1   0.0 /usr/sbin/distnoted
89907     1   0.0 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
91680 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
91681 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
91682 60693   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
91703 91682   0.0 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
91815     1   0.0 /usr/libexec/DataDetectorsSourceAccess
93072     1   0.0 /usr/libexec/mmaintenanced
93081     1   0.0 /usr/sbin/cfprefsd
93082     1   0.0 /usr/sbin/cfprefsd
93094     1   0.0 /usr/sbin/cfprefsd
93095     1   0.0 /usr/sbin/cfprefsd
93108     1   0.0 /usr/sbin/cfprefsd
93110     1   0.0 /usr/libexec/dprivacyd
93266     1   0.0 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
93267     1   0.0 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
93268     1   0.0 /usr/sbin/distnoted
94205     1   0.0 /usr/libexec/sysdiagnosed
96954 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
97431 57399   0.0 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper
98010     1   0.0 node
98553     1   0.0 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
99290 57399   0.2 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/153.0.8010.48/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer)
57554 57420   0.0 /usr/bin/login
57555 57554   0.0 -/bin/zsh
57570 57420   0.0 /usr/bin/login
57572 57570   0.0 -/bin/zsh
57573 57420   0.0 /usr/bin/login
57616 57573   0.0 -/bin/zsh
57623 57420   0.0 /usr/bin/login
57649 57623   0.0 -/bin/zsh
57646 57420   0.0 /usr/bin/login
57680 57646   0.0 -/bin/zsh
72469 57680   0.1 devin
72470 72469   0.0 /Users/christopherdavid/.local/bin/devin
57764 57420   0.0 /usr/bin/login
57803 57764   0.0 -/bin/zsh
